size_m2,bedrooms,distance_center,building_age,monthly_rent,premium_area
105,1,12.71,20,4438.18,0
47,3,6.72,36,2666.57,0
50,1,12.2,39,1381.64,0
85,4,18.38,38,4011.1,0
29,3,3.81,38,1500.38,0
123,1,2.2,7,7340.85,1
43,5,4.62,15,3704.45,1
51,5,9.17,11,3484.95,1
72,1,8.05,31,3166.53,0
134,5,20.88,25,6728.59,1
38,5,5.67,33,2233.1,0
47,4,21.62,35,1200.0,0
104,5,4.42,4,7495.06,1
26,3,20.76,16,1200.0,0
106,5,22.05,39,5229.8,0
127,5,24.64,9,6688.38,1
60,4,19.2,0,3086.96,0
63,4,22.14,12,2784.46,0
70,3,1.46,13,4658.59,1
39,5,21.59,0,2172.03,0
103,2,10.89,30,5415.22,1
49,4,9.56,30,2475.39,0
85,5,5.28,22,5719.99,1
31,5,13.18,9,2054.59,0
115,5,5.98,11,7651.52,1
55,2,5.1,5,2870.04,0
73,4,18.56,32,3208.96,0
82,4,21.2,4,3833.38,0
131,5,3.54,4,9112.99,1
56,2,12.92,32,2128.15,0
131,3,12.44,22,6725.93,1
45,1,17.59,18,1200.0,0
38,2,15.09,25,1200.0,0
147,3,6.62,38,8212.4,1
145,4,12.98,29,8154.8,1
86,5,21.49,26,4188.54,0
117,2,8.39,25,6525.77,0
25,1,17.81,22,1200.0,0
97,4,9.17,37,5240.32,1
130,2,13.6,17,6440.4,1
93,3,12.9,11,5089.88,1
103,5,14.87,13,6127.73,1
144,4,10.33,10,8495.84,1
78,1,1.16,6,4705.63,1
104,5,11.7,12,6645.47,1
144,4,19.96,10,7583.36,1
59,3,12.26,18,2610.24,0
102,3,8.13,10,6397.35,1
111,5,8.43,8,7040.93,1
75,5,1.74,15,5689.13,1
55,4,6.34,1,3905.96,1
44,5,17.07,12,2262.44,0
135,5,3.08,21,8729.87,1
106,4,7.59,11,6208.53,1
81,5,22.61,20,3829.07,0
64,2,24.4,3,1776.55,0
38,5,19.64,13,1468.27,0
62,2,24.6,39,1200.0,0
141,5,17.21,25,7975.17,1
80,1,17.11,24,2775.85,0
96,4,9.59,19,5745.15,1
96,4,21.08,25,4424.14,0
43,3,16.78,34,1427.6,0
42,1,22.8,32,1200.0,0
105,5,20.8,35,4947.37,0
37,5,19.73,2,1520.68,0
144,5,5.85,24,8890.67,1
62,5,16.53,33,3023.66,0
49,1,21.15,13,1200.0,0
113,5,16.16,13,6723.49,1
101,2,2.77,17,6340.09,1
54,4,10.52,34,2795.28,0
44,4,9.15,12,2747.37,0
26,3,9.67,3,1497.43,0
46,4,20.08,11,1714.84,0
29,5,21.37,31,1200.0,0
73,3,2.58,24,4496.27,1
95,4,2.5,28,6241.37,1
108,1,16.22,16,4706.71,0
131,4,22.23,4,6771.08,1
27,4,12.71,0,1200.0,0
137,3,19.8,32,6418.17,0
38,1,2.42,1,2085.22,0
51,3,7.4,6,3111.0,1
58,5,11.63,11,3788.27,1
34,5,11.42,5,2613.35,1
149,4,15.2,18,8074.8,1
68,1,9.41,9,3244.11,0
140,4,19.74,37,6915.49,1
57,3,13.98,29,2312.0,0
25,2,15.52,34,1200.0,0
146,3,21.36,12,6996.69,1
78,2,11.85,3,4077.94,1
149,2,21.56,33,6435.84,0
52,4,22.0,24,1460.49,0
60,4,0.84,39,3910.97,1
76,2,9.01,6,3959.48,0
98,1,7.92,37,4428.86,0
147,5,10.33,37,8963.57,1
36,3,8.48,15,1826.37,0
137,2,20.69,37,6086.11,1
74,4,20.21,13,3480.97,0
124,2,22.25,8,5116.69,1
141,4,0.59,19,9940.88,1
80,2,5.78,19,4871.26,0
106,2,9.79,10,5627.04,1
121,4,10.35,8,7355.47,1
140,3,5.62,12,8235.07,1
100,5,19.29,19,4790.61,1
54,3,16.65,2,2408.19,0
59,1,21.02,3,1746.57,0
127,1,23.46,10,5290.08,0
83,3,6.42,14,4798.53,1
101,5,12.39,6,6479.65,1
36,3,22.53,25,1200.0,0
114,2,11.61,26,5548.59,1
123,2,10.65,17,6646.53,1
119,1,4.6,33,5983.31,1
39,4,18.73,27,1552.09,0
139,1,6.55,19,7616.9,1
65,4,7.38,17,4232.15,0
92,2,2.84,33,5377.22,1
126,1,21.0,0,5612.0,0
147,2,17.7,38,6551.26,1
90,2,1.37,9,5671.38,1
140,2,17.85,4,7561.11,1
134,2,5.13,2,8116.59,1
98,3,22.52,0,4636.56,0
56,3,15.94,6,2598.55,0
136,4,7.25,34,7778.3,1
29,5,17.59,12,1200.0,0
147,4,19.57,9,7725.61,1
61,2,2.33,1,4310.35,1
124,2,17.35,8,5963.27,1
43,2,7.3,19,2062.68,0
38,3,21.36,21,1200.0,0
81,1,5.51,20,4268.79,1
66,3,3.03,12,4129.48,1
102,4,8.05,4,6116.47,1
63,1,22.6,22,1200.0,0
31,1,2.79,1,1712.89,0
94,4,6.56,25,5270.28,1
124,1,20.0,22,4917.72,0
136,3,3.19,7,8678.29,1
56,1,3.01,20,2711.11,0
128,3,7.39,11,8139.17,1
139,4,3.79,1,9021.25,1
74,1,6.18,31,3415.01,0
48,2,21.23,26,1200.0,0
126,4,19.65,16,6433.86,1
144,4,0.56,10,9515.02,1
78,3,2.11,2,5433.67,1
49,1,15.04,16,1258.7,0
49,5,19.32,19,2239.45,0
66,4,16.84,37,2847.75,0
87,4,13.07,37,4387.69,0
50,3,11.63,22,2114.15,0
56,1,2.8,31,2863.1,0
102,3,15.13,35,4675.05,0
101,1,24.66,24,3394.31,0
114,1,7.12,24,6041.92,1
91,2,1.31,1,5982.94,1
138,1,24.21,6,5630.89,1
112,2,10.49,9,6163.31,1
96,1,6.23,12,5304.26,1
124,2,13.88,9,6464.24,1
120,3,19.73,34,5498.47,0
72,2,24.77,21,1526.28,0
37,4,18.68,4,1445.03,0
92,5,2.48,19,6666.47,1
130,4,12.43,6,8186.5,1
114,3,6.24,4,7252.84,1
36,5,20.12,27,1200.0,0
116,4,6.04,27,7131.69,1
138,5,17.14,38,7072.17,1
79,3,0.85,11,5089.77,1
92,2,22.58,1,3546.86,0
95,5,15.93,16,5460.27,1
31,2,12.21,31,1200.0,0
89,4,24.56,23,3522.96,0
59,5,13.79,16,3610.07,0
120,4,13.93,37,6531.57,1
34,5,17.03,13,1695.51,0
121,5,10.21,11,7870.77,1
113,1,3.93,6,6864.24,1
125,5,19.14,24,6787.63,1
81,1,20.45,10,2569.62,0
111,4,4.43,31,6778.42,1
132,5,20.72,19,7003.14,1
114,1,7.8,5,6143.79,1
75,4,18.16,32,3079.87,0
113,5,15.55,22,6448.71,1
139,2,21.64,29,6189.55,0
97,2,7.75,34,4987.83,0
133,3,8.77,25,7223.32,1
124,5,0.54,30,8354.54,1
40,2,8.95,7,2008.32,0
48,4,2.33,19,3621.3,1
84,1,23.14,34,1987.13,0
118,2,17.99,15,5532.1,1
66,2,5.01,13,4013.91,1
133,4,15.9,32,7275.16,1
143,2,24.85,4,6564.2,1
53,2,14.29,23,1947.66,0
57,1,20.95,22,1200.0,0
112,3,8.05,34,6130.15,1
122,3,7.75,17,7005.95,1
84,3,6.66,30,4389.87,1
142,4,19.46,7,7475.83,1
118,2,3.69,36,6448.38,1
78,4,17.27,0,4270.82,1
98,5,7.99,9,6252.97,1
44,5,13.18,5,2682.84,1
52,3,22.79,17,1200.0,0
116,3,14.0,28,5904.83,1
114,1,2.42,28,6087.52,1
85,3,18.12,13,3743.95,1
85,2,12.13,31,3722.72,0
45,3,1.28,3,3622.05,0
100,1,2.57,19,6097.68,1
141,3,21.19,28,6496.24,0
50,4,19.72,13,1850.79,0
85,2,10.12,21,3959.22,0
148,4,7.37,34,8765.96,1
124,3,5.29,10,7714.96,1
72,2,23.79,25,2221.73,0
96,3,11.08,32,4817.12,0
55,5,10.71,22,3386.75,0
125,3,2.12,38,7182.08,1
120,1,13.31,30,5688.26,1
116,5,11.48,9,7146.94,1
51,2,3.24,19,2819.15,0
86,4,16.03,14,4533.3,1
77,4,15.8,35,3570.58,0
78,4,21.91,21,3113.27,0
127,4,8.62,7,8129.05,1
109,2,20.25,25,4880.61,0
32,2,3.13,23,1420.76,0
133,2,13.27,2,7081.56,1
113,3,15.24,39,5307.72,0
54,2,22.67,16,1200.0,0
29,3,11.51,18,1200.0,0
31,2,14.55,8,1200.0,0
51,3,7.62,32,2582.46,0
120,4,1.51,35,7022.74,1
143,2,8.58,36,7408.51,1
142,5,24.51,32,6656.72,1
97,2,6.67,26,4818.74,1
82,1,20.31,27,2619.02,0
115,3,18.04,33,5161.44,1
49,1,11.47,20,1732.5,0
135,3,19.8,31,6586.3,0
49,1,0.93,12,2990.73,0
78,3,9.88,9,4577.59,1
97,5,13.78,31,5389.73,1
113,1,2.11,17,6364.04,1
88,3,14.08,25,3859.04,1
122,2,6.11,20,7264.82,1
94,3,17.52,23,4100.75,0
61,5,12.49,39,3260.64,0
95,2,16.89,13,4302.15,0
118,4,16.43,33,6333.9,1
103,3,15.22,37,4675.17,0
49,3,13.65,5,2410.03,0
123,5,13.75,23,6730.92,1
53,4,7.74,20,3447.34,0
68,1,21.78,7,2058.53,0
114,3,18.67,10,5723.81,1
116,2,3.01,7,7327.52,1
90,4,23.23,1,4171.16,0
85,2,10.52,35,3778.43,0
136,1,10.22,5,7512.72,1
39,3,19.02,9,1209.18,0
57,1,18.82,28,1218.39,0
54,4,2.84,29,3666.79,1
144,2,8.26,20,7941.72,1
130,1,20.32,30,5114.43,1
145,5,8.49,5,9783.31,1
90,1,5.71,10,5263.14,1
121,1,7.13,20,6178.77,1
81,3,1.69,2,5718.3,1
57,3,4.86,35,2913.35,0
105,4,11.82,0,6188.52,1
146,5,9.44,15,9103.78,1
64,1,17.28,20,1711.79,0
32,1,6.3,28,1200.0,0
140,5,18.72,33,7475.71,1
40,1,12.03,32,1200.0,0
68,2,4.31,34,3534.28,0
119,2,21.5,25,5304.26,0
53,3,4.64,4,3681.51,1
69,5,18.92,2,3569.46,0
36,3,16.45,9,1200.0,0
65,3,10.42,6,3513.61,0
98,1,4.37,35,4847.82,1
119,2,17.21,38,5366.72,0
145,3,18.59,24,7267.23,1
143,3,10.79,25,7869.69,1
109,3,11.84,17,6163.35,0
123,1,9.01,1,6867.9,1
104,2,11.43,2,5790.61,1
43,1,2.63,39,1327.73,0
109,1,17.95,26,4370.88,0
114,2,13.6,37,5219.2,1
82,3,4.33,8,5097.05,1
73,2,10.0,16,3736.91,1
148,2,7.75,9,8363.13,1
25,5,19.99,37,1200.0,0
120,2,11.34,10,6260.21,1
81,2,10.42,14,4170.37,0
145,3,24.73,6,7200.31,1
145,5,10.38,24,8907.2,1
137,3,5.68,5,8657.19,1
80,4,9.81,5,4974.36,1
49,3,11.28,24,2201.78,1
58,5,20.73,7,2570.04,0
84,3,11.87,17,4338.19,0
72,4,5.71,21,4951.87,1
88,4,7.3,26,5242.01,1
53,1,23.83,26,1200.0,0
96,1,22.67,21,2971.85,0
91,4,23.89,8,4242.85,0
109,1,17.03,16,4426.78,0
147,2,0.98,14,8937.63,1
85,5,7.4,9,5762.34,1
29,1,3.02,30,1306.79,0
85,1,22.92,36,1996.18,0
54,5,4.52,7,4487.18,1
52,1,1.13,26,2983.9,0
149,5,19.4,24,8260.01,1
66,1,8.52,14,3341.16,0
113,4,0.73,31,7532.36,1
43,2,23.27,34,1200.0,0
47,4,20.47,19,1534.66,0
79,2,9.51,20,3812.25,0
57,3,14.61,27,2251.93,0
145,3,2.78,20,9320.36,1
25,5,3.01,20,2489.91,0
129,3,1.71,37,8340.1,1
75,1,8.43,15,3502.03,0
90,4,16.46,8,4922.22,1
33,2,4.47,9,1949.6,0
116,3,5.04,4,7679.65,1
110,4,3.65,35,6864.35,1
130,1,14.42,13,6181.19,0
93,1,11.21,14,3963.43,1
137,2,8.2,14,8000.05,1
50,2,9.25,30,1577.37,0
97,1,17.81,24,3902.54,0
29,3,18.88,26,1200.0,0
117,2,12.14,12,6478.37,1
38,1,23.22,23,1200.0,0
128,5,12.33,7,7895.35,1
114,4,12.32,19,6452.85,1
134,3,19.37,25,6508.57,0
141,2,23.65,33,5770.48,1
141,5,18.66,25,7531.08,1
130,3,6.87,21,7486.65,1
110,4,13.48,27,5996.25,1
49,2,0.7,19,3202.78,0
52,5,16.29,29,2024.89,1
113,1,20.8,4,4747.13,0
132,4,4.61,9,8111.2,1
148,4,9.07,7,9198.93,1
57,3,3.68,23,3392.79,0
140,5,8.48,34,8485.08,1
34,4,12.88,16,1835.51,0
129,3,2.59,23,8398.79,1
56,4,19.43,1,2431.19,0
95,5,20.03,16,4861.62,1
76,1,18.58,22,2265.35,0
138,2,24.12,11,5645.81,1
29,3,5.54,17,1519.83,0
104,3,22.22,0,5000.22,0
58,1,24.22,24,1200.0,0
61,1,11.75,26,2064.04,0
76,5,22.51,22,3438.59,0
132,5,5.2,29,8286.04,1
29,1,10.26,29,1200.0,0
48,4,16.51,11,2009.28,0
139,2,19.85,17,6644.06,1
63,3,10.42,2,3315.57,1
87,4,17.21,23,4186.52,0
111,1,9.23,11,5556.5,1
39,2,7.37,36,1381.84,0
26,4,2.34,33,1519.19,0
30,5,16.17,7,1585.53,0
145,5,4.08,22,9045.44,1
121,5,1.9,17,9076.84,1
79,5,7.16,13,5855.49,1
39,3,3.07,12,2795.05,1
87,4,13.24,17,4786.93,1
65,3,20.98,5,2840.8,0
93,3,10.42,35,4755.99,0
32,4,4.23,33,1862.88,0
141,2,2.55,4,8579.08,1
91,2,13.58,8,4623.72,1
79,1,24.68,33,1581.99,0
43,4,19.92,14,1200.0,0
138,1,9.69,23,7271.8,1
112,4,20.37,38,5707.18,1
82,5,5.4,5,5936.29,1
136,3,21.37,7,6413.33,1
97,4,16.98,12,4953.53,1
134,5,14.45,3,8133.31,1
76,2,24.28,17,2106.08,0
96,5,6.86,17,6444.43,1
131,5,21.7,12,6938.66,1
92,1,11.03,3,4511.08,0
124,4,8.85,24,6952.74,1
120,5,7.14,28,7852.88,1
130,3,23.78,38,5013.79,0
117,3,23.19,25,4691.07,0
37,4,14.84,1,1855.67,0
134,5,11.47,39,8361.63,1
112,2,1.65,8,6999.16,1
105,1,14.05,21,4528.15,0
40,3,3.51,31,2318.59,0
87,4,24.09,11,3811.78,0
35,5,9.97,22,2572.39,0
35,1,4.26,20,1344.8,0
82,3,1.67,12,5786.15,1
124,2,15.22,19,6080.76,0
129,5,17.71,7,7052.33,1
70,2,6.06,24,3570.91,0
104,5,17.09,10,5730.06,1
93,3,6.84,34,5176.7,1
54,5,16.43,26,2912.17,0
107,4,3.62,15,6850.7,1
34,1,2.33,32,1295.33,0
53,2,18.63,13,1522.57,0
34,4,23.99,37,1200.0,0
56,2,6.06,14,3037.21,0
76,2,20.67,6,2907.06,0
67,2,2.68,36,3921.2,1
121,5,16.89,37,6221.75,1
48,5,0.33,10,4239.78,1
58,1,22.23,17,1200.0,0
130,5,17.02,32,6713.5,1
87,4,4.66,28,5264.88,1
61,2,21.41,35,1413.55,0
51,3,6.94,7,3453.3,0
59,5,13.53,5,3745.8,1
71,1,23.71,34,1627.79,0
70,3,13.37,17,3534.33,0
34,4,12.42,35,1200.0,0
99,1,2.75,2,6072.71,1
100,1,14.38,38,3898.28,0
131,4,16.27,6,7189.64,1
131,3,9.67,32,7462.97,1
105,5,9.52,30,6576.5,1
116,2,14.46,15,5808.44,1
28,5,24.09,7,1200.0,0
89,1,24.58,39,2002.34,0
106,4,4.46,1,7019.67,1
43,2,9.26,22,1747.74,0
31,2,24.23,2,1200.0,0
87,1,23.43,33,2224.91,0
64,1,1.12,4,3729.21,1
52,1,1.11,28,2517.44,0
109,2,7.3,12,6299.9,1
133,2,20.31,22,5939.75,0
109,3,11.06,13,6239.12,1
63,4,10.41,37,3321.0,0
76,4,8.29,23,4616.67,1
126,2,12.98,16,6530.06,1
83,4,15.19,23,4167.67,0
129,5,24.84,8,6535.8,1
60,2,18.68,2,2321.95,0
86,2,7.27,20,4629.64,1
135,5,5.64,37,8648.24,1
112,4,4.76,14,7525.39,1
70,3,14.86,4,3835.78,0
93,5,7.24,36,5901.4,1
137,5,14.9,21,8170.36,1
99,3,22.1,14,4287.89,0
131,4,23.36,19,6306.56,1
103,3,17.04,11,5170.01,1
39,3,1.95,10,3199.61,1
77,5,13.46,37,3628.4,0
26,2,13.12,25,1200.0,0
35,5,15.92,19,1633.38,0
127,2,19.16,21,5706.71,1
86,1,8.51,31,4264.72,0
129,2,8.02,9,7629.08,1
100,2,19.45,34,3761.9,0
111,4,8.92,33,6195.46,1
117,3,9.84,37,6121.43,1
71,3,0.41,4,5294.05,1
122,5,6.73,2,8637.62,1
142,1,0.67,39,8138.68,1
132,1,7.48,9,7934.14,1
132,5,18.57,28,6915.99,1
105,5,20.92,12,5766.54,1
101,4,21.17,10,4682.17,0
109,1,7.67,37,5550.75,1
116,5,2.49,38,7710.89,1
97,2,10.09,19,4695.79,0
124,1,8.61,25,6404.38,1
143,3,24.72,30,6407.08,0
36,4,13.93,33,1304.48,0
34,5,20.73,12,1200.0,0
77,4,13.92,13,3996.92,1
69,4,13.48,12,4206.64,1
39,3,12.32,6,1855.91,0
51,5,21.07,21,2193.68,0
86,1,12.24,26,3448.81,0
132,1,6.75,35,6601.29,1
118,3,1.57,36,6968.9,1
52,5,4.61,34,3332.76,1
74,2,22.49,36,1711.09,0
76,4,12.51,6,4604.01,1
83,3,21.01,38,2978.27,0
38,1,7.37,18,1200.0,0
37,5,4.37,29,2922.52,1
145,2,24.29,19,6643.46,0
114,1,15.19,39,4953.37,0
89,1,9.75,31,4065.58,0
95,3,17.83,22,4276.35,1
73,2,3.04,24,4187.88,0
54,1,3.38,39,2302.07,0
43,1,17.0,4,1200.0,0
32,2,8.91,23,1200.0,0
141,3,11.19,3,8231.08,1
137,5,24.98,29,6615.89,1
97,3,16.23,11,5157.18,1
118,1,1.16,28,6794.21,1
118,5,15.61,38,6304.2,1
33,3,8.97,23,1431.43,0
81,3,6.68,38,4281.98,0
106,5,5.04,37,6850.37,1
92,3,4.6,2,5938.26,1
73,4,9.4,18,4697.67,0
31,1,16.2,5,1200.0,0
120,4,7.33,27,7154.76,1
45,5,23.3,22,1200.0,0
57,3,19.0,1,2327.22,0
93,3,12.07,34,4723.69,0
144,5,7.31,25,9409.17,1
30,3,12.07,16,1593.43,0
39,1,17.91,32,1200.0,0
81,4,6.25,0,5446.71,1
138,3,21.65,10,7231.0,1
25,2,3.28,32,1281.92,0
65,2,19.28,9,2290.62,0
98,5,2.08,12,7210.64,1
40,3,15.35,8,1396.33,0
46,5,4.03,12,3690.07,1
95,5,14.0,31,5459.27,1
104,2,24.91,31,3623.37,0
86,4,14.57,8,4794.2,0
59,4,0.84,29,4151.31,1
111,3,15.35,9,5363.07,1
122,1,15.5,18,5590.02,1
39,1,7.74,20,1424.68,0
59,2,3.18,35,3117.79,0
55,2,11.75,7,3173.19,0
138,1,11.99,4,7305.28,1
113,3,24.61,25,4548.03,0
83,4,5.35,34,5380.92,1
90,1,15.05,35,3204.38,0
119,5,21.29,25,6455.71,0
88,5,7.19,7,6304.1,1
85,4,9.75,1,5144.7,1
137,2,2.33,36,8053.12,1
49,4,4.12,14,3595.94,1
131,4,15.37,18,7421.95,1
99,3,11.16,32,5362.84,1
117,5,23.21,18,6309.05,1
31,3,0.42,17,2345.84,0
108,2,13.72,30,5009.67,0
113,3,7.48,0,6867.96,1
149,3,11.2,5,8610.38,1
108,1,14.59,21,4728.68,1
34,3,1.67,36,2258.05,0
116,4,18.71,0,6287.52,1
27,3,1.31,2,2781.16,0
136,5,19.16,14,7636.68,1
128,2,23.3,13,5380.97,1
76,4,6.09,4,5413.58,1
44,1,15.49,24,1200.0,0
126,5,0.75,1,9276.98,1
118,2,0.76,38,6977.34,1
137,2,7.43,3,7899.33,1
27,2,22.75,23,1200.0,0
99,2,22.64,10,3905.93,0
66,1,1.16,19,3917.73,0
53,2,0.44,21,3478.41,0
51,1,4.93,17,3088.01,0
118,4,21.5,2,6078.07,1
132,2,0.35,38,7083.74,1
75,5,3.85,8,5241.65,1
41,1,1.07,22,2242.51,0
129,5,6.29,39,7770.04,1
43,3,4.13,16,2836.01,0
123,5,9.66,33,7256.47,1
134,1,24.21,20,5300.09,0
85,2,23.4,18,2832.22,0
107,5,15.06,9,6345.84,1
139,5,12.28,12,8781.0,1
113,4,17.03,4,6364.75,1
57,5,13.36,39,2867.63,1
85,4,18.92,39,4182.25,0
101,4,1.68,3,7250.51,1
103,5,9.13,8,7286.87,1
115,3,13.66,25,5714.46,1
114,4,0.76,14,8008.61,1
113,2,15.68,22,5120.29,0
28,1,21.38,22,1200.0,0
55,5,20.34,31,2276.55,0
28,3,1.16,30,1901.19,0
87,1,17.78,2,3101.0,0
56,5,18.32,21,2527.15,0
65,2,23.64,2,1946.13,0
143,5,3.47,5,9855.57,1
85,2,18.66,33,3028.35,0
38,2,12.17,34,1200.0,0
54,5,10.2,12,3635.73,0
119,4,1.82,39,7493.97,1
137,1,11.18,27,6665.75,1
88,4,5.35,3,6301.56,1
122,3,7.9,21,6716.76,1
70,5,19.35,16,3749.1,0
37,3,11.67,38,1200.0,0
64,4,21.72,24,2394.16,0
88,1,24.09,30,2427.72,0
48,4,6.43,34,3165.88,0
107,4,13.73,18,5946.89,1
31,5,0.35,13,3064.56,1
113,1,6.83,28,5676.02,1
141,1,7.21,27,7657.0,1
42,4,14.74,19,1520.88,0
109,4,19.84,32,4702.62,1
42,5,6.29,38,3250.05,1
142,5,20.76,38,6979.03,1
63,4,9.57,24,3556.34,1
144,5,17.81,35,7856.25,1
139,5,9.73,0,9278.98,1
114,2,22.96,33,4425.58,0
93,4,4.98,37,5854.24,1
44,2,21.84,17,1200.0,0
26,4,12.33,13,1200.0,0
54,5,22.86,3,2620.17,1
142,2,11.8,36,7170.58,1
91,5,20.72,24,4823.45,1
72,3,1.81,3,5316.0,1
32,4,14.9,13,1200.0,0
146,2,24.56,32,6283.6,0
37,4,12.51,17,2296.13,0
141,3,15.66,35,7282.41,1
110,1,0.45,7,6370.95,1
68,5,7.25,13,4898.31,1
72,5,10.76,31,4413.71,0
36,4,14.74,14,1718.46,0
134,5,21.59,30,7252.06,1
46,5,19.29,31,1559.28,0
74,2,4.37,35,4100.27,0
131,2,21.07,14,6011.33,0
65,1,23.21,17,1214.61,0
25,1,4.85,39,1200.0,0
130,4,5.65,3,8743.81,1
127,4,3.63,32,8071.3,1
47,4,5.8,26,3250.73,0
91,2,24.78,15,2767.92,0
68,4,9.15,10,3835.63,1
56,4,14.5,19,2624.08,0
28,1,11.55,20,1200.0,0
70,1,21.0,28,1794.23,0
53,4,21.45,39,1519.62,0
96,4,24.04,28,3852.69,0
97,3,4.78,11,6353.64,1
107,1,12.84,12,5370.12,0
29,3,17.95,14,1200.0,0
56,4,1.19,35,3988.51,1
121,2,14.65,24,6086.35,1
62,3,0.34,18,4467.81,1
34,1,16.62,1,1200.0,0
73,2,18.84,9,3063.78,0
77,1,15.59,10,2994.14,0
119,5,1.27,17,8551.16,1
98,3,3.23,21,6547.33,1
39,3,22.1,17,1200.0,0
132,2,16.85,7,6858.91,1
105,1,11.39,19,5048.37,0
82,3,10.25,22,4050.84,1
108,2,21.68,35,3988.1,0
98,4,3.95,28,6385.58,1
25,4,15.29,39,1200.0,0
141,4,19.47,2,7602.56,1
26,5,17.14,39,1200.0,0
115,3,14.97,35,5764.3,1
46,2,6.17,21,2258.02,0
66,4,23.81,0,2670.02,0
85,4,9.89,10,5501.75,0
140,1,24.65,11,5752.86,0
109,3,10.31,14,5723.28,1
109,5,24.77,33,4740.11,0
86,5,23.67,28,3636.25,0
60,2,14.52,36,1936.47,0
97,4,9.75,31,5345.81,1
131,4,5.21,36,8001.79,1
67,1,15.52,6,2608.41,0
59,1,9.15,6,2731.88,0
40,2,2.62,39,1786.14,0
108,1,13.77,23,4530.26,0
126,2,17.89,35,5650.98,1
33,4,8.12,16,2010.08,0
111,3,19.1,35,4982.41,0
117,3,19.4,32,5583.14,1
69,4,21.97,34,2295.33,0
83,3,13.06,14,4173.94,1
55,2,12.61,35,1971.3,0
127,1,23.75,31,4411.81,0
126,3,21.49,2,6397.85,1
76,4,14.69,20,3896.53,0
144,2,14.8,28,6919.29,1
91,5,11.79,39,5279.34,1
68,5,17.24,1,3761.61,1
139,3,16.27,35,7033.92,1
126,2,11.94,39,6021.25,1
129,4,20.17,35,6472.49,0
81,4,15.29,20,4158.57,0
129,2,19.44,23,5967.25,0
127,4,17.67,32,6234.18,1
83,4,11.97,29,4399.58,0
49,5,13.25,12,3142.29,0
37,4,24.47,37,1200.0,0
137,1,13.83,13,6928.57,1
129,2,8.94,23,6932.88,1
131,4,16.32,18,6964.12,1
30,4,4.66,24,1998.03,0
36,1,24.35,7,1200.0,0
122,2,23.36,4,5135.01,1
54,3,9.67,12,2926.81,1
73,1,15.3,0,3195.55,0
149,2,14.03,6,8380.84,1
97,3,11.8,4,5246.64,1
32,4,19.32,17,1200.0,0
53,5,22.35,25,1611.5,0
36,1,8.2,39,1200.0,0
143,1,20.99,38,5807.15,0
149,1,16.67,2,7315.12,1
51,3,19.39,5,1845.51,0
48,5,14.6,37,1876.12,0
34,5,7.31,18,2787.89,1
133,1,4.33,38,7779.55,1
127,4,16.63,20,6898.66,1
103,4,5.98,18,6584.89,1
35,5,21.52,10,1477.58,0
36,4,3.05,1,3140.67,1
122,1,17.91,31,4898.87,0
115,5,21.52,7,6261.0,1
116,4,3.29,34,6998.74,1
89,2,16.34,38,3032.05,0
96,2,12.18,34,4393.91,0
83,4,14.68,39,3750.21,0
77,4,7.44,34,4689.24,1
29,5,4.24,25,2710.88,0
115,4,21.2,15,5857.63,1
106,4,5.31,24,6803.27,1
55,3,3.78,28,3162.3,0
62,1,14.66,11,2230.43,0
47,5,17.85,33,1655.56,1
111,3,11.75,36,5564.96,1
81,5,2.28,1,6401.19,1
102,1,15.45,15,4345.66,0
33,2,7.11,28,1200.0,0
53,2,5.11,15,3178.07,0
52,2,8.49,3,2386.65,0
137,4,15.81,37,6816.73,1
87,1,6.19,6,4801.83,0
147,4,22.29,30,7058.13,1
55,2,22.8,24,1200.0,0
55,2,13.13,13,2511.19,0
149,4,17.8,18,7678.98,1
129,2,17.77,26,6103.64,1
29,4,14.31,29,1200.0,0
77,3,4.24,38,4540.7,1
131,2,13.9,29,6495.32,1
98,3,0.37,11,6684.8,1
30,1,10.21,18,1200.0,0
59,1,19.24,22,1200.0,0
44,1,7.2,18,2184.61,0
107,1,20.96,0,4728.46,0
51,3,5.89,8,3567.71,0
61,3,21.54,31,1397.12,0
52,2,5.24,13,2932.69,1
30,5,5.93,13,3001.89,1
136,2,1.05,24,8319.74,1
127,3,2.44,12,7804.72,1
45,1,2.3,31,2058.84,0
116,1,12.85,6,5581.9,1
94,3,3.49,23,5665.89,1
28,1,6.39,38,1200.0,0
85,3,5.11,7,5449.84,1
134,1,9.73,19,7094.2,1
122,2,2.52,18,7253.79,1
63,2,9.17,27,2806.27,0
90,3,5.69,8,5606.79,1
91,1,24.19,18,2708.13,0
127,5,2.52,1,9358.81,1
125,4,4.31,22,7900.59,1
61,2,21.64,1,1956.91,0
136,4,7.48,6,8501.58,1
52,3,6.92,26,2984.17,0
148,3,21.36,21,7058.23,1
85,4,12.81,31,4140.82,1
95,2,16.89,12,4391.52,0
84,2,12.33,17,4276.79,1
95,3,14.46,15,4609.19,1
27,3,8.99,22,1508.24,0
31,5,17.88,10,1477.59,0
130,1,18.04,9,6078.63,1
34,5,21.97,30,1200.0,0
138,5,9.83,2,8826.12,1
111,3,4.76,26,6630.13,1
112,5,21.96,6,5701.58,1
30,3,10.72,9,1612.94,0
146,1,23.68,32,5302.31,0
144,5,7.04,19,8853.44,1
31,5,14.05,38,1467.3,0
